transaction_id,initiative_id,month,cost_category,cost_group,cost_type,vendor_id,cost_centre_id,amount,description
CT-00946,AI-006,2025-12,employees,People,programme,,CC-COR-AI,63928.55,Enterprise Knowledge Copilot: employees
CT-00947,AI-006,2025-12,employees,People,programme,,CC-COR-AI,42619.03,Enterprise Knowledge Copilot: employees
CT-00948,AI-006,2026-01,employees,People,programme,,CC-COR-AI,39778.44,Enterprise Knowledge Copilot: employees
CT-00949,AI-006,2026-01,employees,People,programme,,CC-COR-AI,26518.96,Enterprise Knowledge Copilot: employees
CT-00950,AI-006,2026-02,employees,People,programme,,CC-COR-AI,42358.0,Enterprise Knowledge Copilot: employees
CT-00951,AI-006,2026-02,employees,People,programme,,CC-COR-AI,28238.66,Enterprise Knowledge Copilot: employees
CT-00952,AI-006,2026-03,employees,People,programme,,CC-COR-AI,43060.92,Enterprise Knowledge Copilot: employees
CT-00953,AI-006,2026-03,employees,People,programme,,CC-COR-AI,28707.28,Enterprise Knowledge Copilot: employees
CT-00954,AI-006,2026-04,employees,People,programme,,CC-COR-AI,42728.98,Enterprise Knowledge Copilot: employees
CT-00955,AI-006,2026-04,employees,People,programme,,CC-COR-AI,28485.98,Enterprise Knowledge Copilot: employees
CT-00956,AI-006,2026-05,employees,People,programme,,CC-COR-AI,45198.86,Enterprise Knowledge Copilot: employees
CT-00957,AI-006,2026-05,employees,People,programme,,CC-COR-AI,30132.58,Enterprise Knowledge Copilot: employees
CT-00958,AI-006,2026-06,employees,People,programme,,CC-COR-AI,44260.69,Enterprise Knowledge Copilot: employees
CT-00959,AI-006,2026-06,employees,People,programme,,CC-COR-AI,29507.13,Enterprise Knowledge Copilot: employees
CT-00960,AI-006,2026-07,employees,People,programme,,CC-COR-AI,44019.88,Enterprise Knowledge Copilot: employees
CT-00961,AI-006,2026-07,employees,People,programme,,CC-COR-AI,29346.59,Enterprise Knowledge Copilot: employees
CT-00962,AI-006,2026-08,employees,People,programme,,CC-COR-AI,41693.22,Enterprise Knowledge Copilot: employees
CT-00963,AI-006,2026-08,employees,People,programme,,CC-COR-AI,27795.48,Enterprise Knowledge Copilot: employees
CT-00964,AI-006,2025-10,training,People,programme,V-TRN-F,CC-COR-AI,12647.17,Enterprise Knowledge Copilot: training
CT-00965,AI-006,2025-11,training,People,programme,V-TRN-F,CC-COR-AI,14466.7,Enterprise Knowledge Copilot: training
CT-00966,AI-006,2025-12,training,People,programme,V-TRN-F,CC-COR-AI,13444.74,Enterprise Knowledge Copilot: training
CT-00967,AI-006,2026-01,training,People,programme,V-TRN-F,CC-COR-AI,9066.38,Enterprise Knowledge Copilot: training
CT-00968,AI-006,2026-02,training,People,programme,V-TRN-F,CC-COR-AI,9130.7,Enterprise Knowledge Copilot: training
CT-00969,AI-006,2026-03,training,People,programme,V-TRN-F,CC-COR-AI,8924.86,Enterprise Knowledge Copilot: training
CT-00970,AI-006,2026-04,training,People,programme,V-TRN-F,CC-COR-AI,9824.62,Enterprise Knowledge Copilot: training
CT-00971,AI-006,2026-05,training,People,programme,V-TRN-F,CC-COR-AI,9093.28,Enterprise Knowledge Copilot: training
CT-00972,AI-006,2026-06,training,People,programme,V-TRN-F,CC-COR-AI,8693.24,Enterprise Knowledge Copilot: training
CT-00973,AI-006,2026-07,training,People,programme,V-TRN-F,CC-COR-AI,8888.75,Enterprise Knowledge Copilot: training
CT-00974,AI-006,2026-08,training,People,programme,V-TRN-F,CC-COR-AI,8664.46,Enterprise Knowledge Copilot: training
CT-00975,AI-006,2025-10,data,Other,programme,V-DATA-E,CC-COR-AI,21315.87,Enterprise Knowledge Copilot: data
CT-00976,AI-006,2025-11,data,Other,programme,V-DATA-E,CC-COR-AI,21981.82,Enterprise Knowledge Copilot: data
CT-00977,AI-006,2025-12,data,Other,programme,V-DATA-E,CC-COR-AI,22415.92,Enterprise Knowledge Copilot: data
CT-00978,AI-006,2026-01,data,Other,programme,V-DATA-E,CC-COR-AI,15630.82,Enterprise Knowledge Copilot: data
CT-00979,AI-006,2026-02,data,Other,programme,V-DATA-E,CC-COR-AI,16029.22,Enterprise Knowledge Copilot: data
CT-00980,AI-006,2026-03,data,Other,programme,V-DATA-E,CC-COR-AI,15611.49,Enterprise Knowledge Copilot: data
CT-00981,AI-006,2026-04,data,Other,programme,V-DATA-E,CC-COR-AI,15616.0,Enterprise Knowledge Copilot: data
CT-00982,AI-006,2026-05,data,Other,programme,V-DATA-E,CC-COR-AI,15275.53,Enterprise Knowledge Copilot: data
CT-00983,AI-006,2026-06,data,Other,programme,V-DATA-E,CC-COR-AI,14779.63,Enterprise Knowledge Copilot: data
CT-00984,AI-006,2026-07,data,Other,programme,V-DATA-E,CC-COR-AI,14401.22,Enterprise Knowledge Copilot: data
CT-00985,AI-006,2026-08,data,Other,programme,V-DATA-E,CC-COR-AI,14841.09,Enterprise Knowledge Copilot: data
CT-00986,AI-006,2026-01,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00987,AI-006,2026-02,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00988,AI-006,2026-03,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00989,AI-006,2026-04,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00990,AI-006,2026-05,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00991,AI-006,2026-06,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00992,AI-006,2026-07,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00993,AI-006,2026-08,employees,Incremental operating cost,incremental_opex,,CC-COR-OPS,45000.0,"Enterprise Knowledge Copilot: business run cost (review, change management, support)"
CT-00994,AI-007,2025-09,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,27862.79,Cybersecurity AI: gpu
CT-00995,AI-007,2025-10,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,28167.84,Cybersecurity AI: gpu
CT-00996,AI-007,2025-11,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,27591.75,Cybersecurity AI: gpu
CT-00997,AI-007,2025-12,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,18096.49,Cybersecurity AI: gpu
CT-00998,AI-007,2026-01,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,19176.24,Cybersecurity AI: gpu
CT-00999,AI-007,2026-02,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,19870.48,Cybersecurity AI: gpu
CT-01000,AI-007,2026-03,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,16976.1,Cybersecurity AI: gpu
CT-01001,AI-007,2026-04,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,19382.65,Cybersecurity AI: gpu
CT-01002,AI-007,2026-05,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,19097.95,Cybersecurity AI: gpu
CT-01003,AI-007,2026-06,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20308.08,Cybersecurity AI: gpu
CT-01004,AI-007,2026-07,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,18797.06,Cybersecurity AI: gpu
CT-01005,AI-007,2026-08,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,19250.13,Cybersecurity AI: gpu
CT-01006,AI-007,2025-09,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,23991.45,Cybersecurity AI: compute
CT-01007,AI-007,2025-10,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,22887.0,Cybersecurity AI: compute
CT-01008,AI-007,2025-11,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,23724.43,Cybersecurity AI: compute
CT-01009,AI-007,2025-12,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,17392.48,Cybersecurity AI: compute
CT-01010,AI-007,2026-01,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,15970.34,Cybersecurity AI: compute
CT-01011,AI-007,2026-02,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,17281.35,Cybersecurity AI: compute
CT-01012,AI-007,2026-03,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,16173.06,Cybersecurity AI: compute
CT-01013,AI-007,2026-04,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,16964.24,Cybersecurity AI: compute
CT-01014,AI-007,2026-05,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,17119.98,Cybersecurity AI: compute
CT-01015,AI-007,2026-06,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,15920.05,Cybersecurity AI: compute
CT-01016,AI-007,2026-07,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,17257.01,Cybersecurity AI: compute
CT-01017,AI-007,2026-08,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,16950.39,Cybersecurity AI: compute
CT-01018,AI-007,2025-09,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20108.04,Cybersecurity AI: storage
CT-01019,AI-007,2025-10,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,21220.42,Cybersecurity AI: storage
CT-01020,AI-007,2025-11,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,22420.84,Cybersecurity AI: storage
CT-01021,AI-007,2025-12,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,13880.16,Cybersecurity AI: storage
CT-01022,AI-007,2026-01,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,13744.3,Cybersecurity AI: storage
CT-01023,AI-007,2026-02,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,14434.79,Cybersecurity AI: storage
CT-01024,AI-007,2026-03,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,14342.08,Cybersecurity AI: storage
CT-01025,AI-007,2026-04,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,14116.36,Cybersecurity AI: storage
CT-01026,AI-007,2026-05,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,13851.71,Cybersecurity AI: storage
CT-01027,AI-007,2026-06,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,14922.93,Cybersecurity AI: storage
CT-01028,AI-007,2026-07,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,13750.06,Cybersecurity AI: storage
CT-01029,AI-007,2026-08,storage,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,14188.07,Cybersecurity AI: storage
CT-01030,AI-007,2025-09,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,45914.38,Cybersecurity AI: networking
CT-01031,AI-007,2025-10,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,51239.15,Cybersecurity AI: networking
CT-01032,AI-007,2025-11,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,50636.52,Cybersecurity AI: networking
CT-01033,AI-007,2025-12,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,32626.5,Cybersecurity AI: networking
CT-01034,AI-007,2026-01,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,36341.3,Cybersecurity AI: networking
CT-01035,AI-007,2026-02,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,36049.35,Cybersecurity AI: networking
CT-01036,AI-007,2026-03,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,34208.38,Cybersecurity AI: networking
CT-01037,AI-007,2026-04,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,33758.16,Cybersecurity AI: networking
CT-01038,AI-007,2026-05,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,31319.74,Cybersecurity AI: networking
CT-01039,AI-007,2026-06,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,34015.43,Cybersecurity AI: networking
CT-01040,AI-007,2026-07,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,31833.48,Cybersecurity AI: networking
CT-01041,AI-007,2026-08,networking,Infrastructure,programme,V-HPE-NET,CC-TEC-AI,31878.86,Cybersecurity AI: networking
CT-01042,AI-007,2025-09,software,Software,programme,V-SW-A,CC-TEC-AI,36061.76,Cybersecurity AI: software
CT-01043,AI-007,2025-10,software,Software,programme,V-SW-A,CC-TEC-AI,36418.2,Cybersecurity AI: software
CT-01044,AI-007,2025-11,software,Software,programme,V-SW-A,CC-TEC-AI,35265.6,Cybersecurity AI: software
CT-01045,AI-007,2025-12,software,Software,programme,V-SW-A,CC-TEC-AI,23854.97,Cybersecurity AI: software
CT-01046,AI-007,2026-01,software,Software,programme,V-SW-A,CC-TEC-AI,24928.12,Cybersecurity AI: software
CT-01047,AI-007,2026-02,software,Software,programme,V-SW-A,CC-TEC-AI,24522.32,Cybersecurity AI: software
CT-01048,AI-007,2026-03,software,Software,programme,V-SW-A,CC-TEC-AI,23962.71,Cybersecurity AI: software
CT-01049,AI-007,2026-04,software,Software,programme,V-SW-A,CC-TEC-AI,25384.67,Cybersecurity AI: software
CT-01050,AI-007,2026-05,software,Software,programme,V-SW-A,CC-TEC-AI,23035.03,Cybersecurity AI: software
CT-01051,AI-007,2026-06,software,Software,programme,V-SW-A,CC-TEC-AI,22725.87,Cybersecurity AI: software
CT-01052,AI-007,2026-07,software,Software,programme,V-SW-A,CC-TEC-AI,24443.76,Cybersecurity AI: software
CT-01053,AI-007,2026-08,software,Software,programme,V-SW-A,CC-TEC-AI,24042.52,Cybersecurity AI: software
CT-01054,AI-007,2025-09,saas,Software,programme,V-SAAS-B,CC-TEC-AI,13556.43,Cybersecurity AI: saas
CT-01055,AI-007,2025-10,saas,Software,programme,V-SAAS-B,CC-TEC-AI,13588.23,Cybersecurity AI: saas
CT-01056,AI-007,2025-11,saas,Software,programme,V-SAAS-B,CC-TEC-AI,13423.33,Cybersecurity AI: saas
CT-01057,AI-007,2025-12,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9790.85,Cybersecurity AI: saas
CT-01058,AI-007,2026-01,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9791.96,Cybersecurity AI: saas
CT-01059,AI-007,2026-02,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9181.07,Cybersecurity AI: saas
CT-01060,AI-007,2026-03,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9506.28,Cybersecurity AI: saas
CT-01061,AI-007,2026-04,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9228.79,Cybersecurity AI: saas
CT-01062,AI-007,2026-05,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9812.07,Cybersecurity AI: saas
CT-01063,AI-007,2026-06,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9769.5,Cybersecurity AI: saas
CT-01064,AI-007,2026-07,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9294.55,Cybersecurity AI: saas
CT-01065,AI-007,2026-08,saas,Software,programme,V-SAAS-B,CC-TEC-AI,9752.9,Cybersecurity AI: saas
CT-01066,AI-007,2025-09,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,21862.05,Cybersecurity AI: cloud
CT-01067,AI-007,2025-10,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,23111.93,Cybersecurity AI: cloud
CT-01068,AI-007,2025-11,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,22033.04,Cybersecurity AI: cloud
CT-01069,AI-007,2025-12,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14364.63,Cybersecurity AI: cloud
CT-01070,AI-007,2026-01,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,13247.22,Cybersecurity AI: cloud
CT-01071,AI-007,2026-02,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14555.05,Cybersecurity AI: cloud
CT-01072,AI-007,2026-03,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14446.0,Cybersecurity AI: cloud
CT-01073,AI-007,2026-04,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14476.55,Cybersecurity AI: cloud
CT-01074,AI-007,2026-05,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14587.48,Cybersecurity AI: cloud
CT-01075,AI-007,2026-06,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,14067.31,Cybersecurity AI: cloud
CT-01076,AI-007,2026-07,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,13657.62,Cybersecurity AI: cloud
CT-01077,AI-007,2026-08,cloud,Cloud,programme,V-HPE-GL,CC-TEC-AI,13731.6,Cybersecurity AI: cloud
CT-01078,AI-007,2025-09,vendors,Services,programme,V-SVC-D,CC-TEC-AI,24942.79,Cybersecurity AI: vendors
CT-01079,AI-007,2025-10,vendors,Services,programme,V-SVC-D,CC-TEC-AI,24282.63,Cybersecurity AI: vendors
CT-01080,AI-007,2025-11,vendors,Services,programme,V-SVC-D,CC-TEC-AI,23273.41,Cybersecurity AI: vendors
CT-01081,AI-007,2025-12,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16111.7,Cybersecurity AI: vendors
CT-01082,AI-007,2026-01,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16753.85,Cybersecurity AI: vendors
CT-01083,AI-007,2026-02,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16843.69,Cybersecurity AI: vendors
CT-01084,AI-007,2026-03,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16559.99,Cybersecurity AI: vendors
CT-01085,AI-007,2026-04,vendors,Services,programme,V-SVC-D,CC-TEC-AI,17578.67,Cybersecurity AI: vendors
CT-01086,AI-007,2026-05,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16945.63,Cybersecurity AI: vendors
CT-01087,AI-007,2026-06,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16513.03,Cybersecurity AI: vendors
CT-01088,AI-007,2026-07,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16707.07,Cybersecurity AI: vendors
CT-01089,AI-007,2026-08,vendors,Services,programme,V-SVC-D,CC-TEC-AI,16411.06,Cybersecurity AI: vendors
CT-01090,AI-007,2025-09,consulting,Services,programme,V-SI-C,CC-TEC-AI,36105.75,Cybersecurity AI: consulting
CT-01091,AI-007,2025-10,consulting,Services,programme,V-SI-C,CC-TEC-AI,36428.95,Cybersecurity AI: consulting
CT-01092,AI-007,2025-11,consulting,Services,programme,V-SI-C,CC-TEC-AI,34586.16,Cybersecurity AI: consulting
CT-01093,AI-007,2025-12,consulting,Services,programme,V-SI-C,CC-TEC-AI,24299.52,Cybersecurity AI: consulting
CT-01094,AI-007,2026-01,consulting,Services,programme,V-SI-C,CC-TEC-AI,24459.58,Cybersecurity AI: consulting
CT-01095,AI-007,2026-02,consulting,Services,programme,V-SI-C,CC-TEC-AI,24000.77,Cybersecurity AI: consulting
CT-01096,AI-007,2026-03,consulting,Services,programme,V-SI-C,CC-TEC-AI,21217.33,Cybersecurity AI: consulting
CT-01097,AI-007,2026-04,consulting,Services,programme,V-SI-C,CC-TEC-AI,23753.49,Cybersecurity AI: consulting
CT-01098,AI-007,2026-05,consulting,Services,programme,V-SI-C,CC-TEC-AI,24425.19,Cybersecurity AI: consulting
CT-01099,AI-007,2026-06,consulting,Services,programme,V-SI-C,CC-TEC-AI,22813.83,Cybersecurity AI: consulting
CT-01100,AI-007,2026-07,consulting,Services,programme,V-SI-C,CC-TEC-AI,23183.39,Cybersecurity AI: consulting
CT-01101,AI-007,2026-08,consulting,Services,programme,V-SI-C,CC-TEC-AI,23166.35,Cybersecurity AI: consulting
CT-01102,AI-007,2025-09,employees,People,programme,,CC-TEC-AI,41750.79,Cybersecurity AI: employees
CT-01103,AI-007,2025-09,employees,People,programme,,CC-TEC-AI,27833.86,Cybersecurity AI: employees
CT-01104,AI-007,2025-10,employees,People,programme,,CC-TEC-AI,41084.51,Cybersecurity AI: employees
CT-01105,AI-007,2025-10,employees,People,programme,,CC-TEC-AI,27389.67,Cybersecurity AI: employees
CT-01106,AI-007,2025-11,employees,People,programme,,CC-TEC-AI,43003.77,Cybersecurity AI: employees
CT-01107,AI-007,2025-11,employees,People,programme,,CC-TEC-AI,28669.18,Cybersecurity AI: employees
CT-01108,AI-007,2025-12,employees,People,programme,,CC-TEC-AI,45911.87,Cybersecurity AI: employees
CT-01109,AI-007,2026-01,employees,People,programme,,CC-TEC-AI,46236.89,Cybersecurity AI: employees
CT-01110,AI-007,2026-02,employees,People,programme,,CC-TEC-AI,47614.04,Cybersecurity AI: employees
CT-01111,AI-007,2026-03,employees,People,programme,,CC-TEC-AI,47827.21,Cybersecurity AI: employees
CT-01112,AI-007,2026-04,employees,People,programme,,CC-TEC-AI,50627.69,Cybersecurity AI: employees
CT-01113,AI-007,2026-05,employees,People,programme,,CC-TEC-AI,48145.83,Cybersecurity AI: employees
CT-01114,AI-007,2026-06,employees,People,programme,,CC-TEC-AI,47994.56,Cybersecurity AI: employees
CT-01115,AI-007,2026-07,employees,People,programme,,CC-TEC-AI,47436.69,Cybersecurity AI: employees
CT-01116,AI-007,2026-08,employees,People,programme,,CC-TEC-AI,47178.36,Cybersecurity AI: employees
CT-01117,AI-007,2025-09,training,People,programme,V-TRN-F,CC-TEC-AI,10639.99,Cybersecurity AI: training
CT-01118,AI-007,2025-10,training,People,programme,V-TRN-F,CC-TEC-AI,11064.54,Cybersecurity AI: training
CT-01119,AI-007,2025-11,training,People,programme,V-TRN-F,CC-TEC-AI,10575.3,Cybersecurity AI: training
CT-01120,AI-007,2025-12,training,People,programme,V-TRN-F,CC-TEC-AI,7400.46,Cybersecurity AI: training
CT-01121,AI-007,2026-01,training,People,programme,V-TRN-F,CC-TEC-AI,7246.13,Cybersecurity AI: training
CT-01122,AI-007,2026-02,training,People,programme,V-TRN-F,CC-TEC-AI,7062.89,Cybersecurity AI: training
CT-01123,AI-007,2026-03,training,People,programme,V-TRN-F,CC-TEC-AI,6668.22,Cybersecurity AI: training
CT-01124,AI-007,2026-04,training,People,programme,V-TRN-F,CC-TEC-AI,6704.46,Cybersecurity AI: training
CT-01125,AI-007,2026-05,training,People,programme,V-TRN-F,CC-TEC-AI,7354.08,Cybersecurity AI: training
CT-01126,AI-007,2026-06,training,People,programme,V-TRN-F,CC-TEC-AI,6894.09,Cybersecurity AI: training
CT-01127,AI-007,2026-07,training,People,programme,V-TRN-F,CC-TEC-AI,7882.31,Cybersecurity AI: training
CT-01128,AI-007,2026-08,training,People,programme,V-TRN-F,CC-TEC-AI,6938.36,Cybersecurity AI: training
CT-01129,AI-007,2025-09,data,Other,programme,V-DATA-E,CC-TEC-AI,18186.49,Cybersecurity AI: data
CT-01130,AI-007,2025-10,data,Other,programme,V-DATA-E,CC-TEC-AI,18767.34,Cybersecurity AI: data
CT-01131,AI-007,2025-11,data,Other,programme,V-DATA-E,CC-TEC-AI,17615.74,Cybersecurity AI: data
CT-01132,AI-007,2025-12,data,Other,programme,V-DATA-E,CC-TEC-AI,11449.63,Cybersecurity AI: data
CT-01133,AI-007,2026-01,data,Other,programme,V-DATA-E,CC-TEC-AI,11486.15,Cybersecurity AI: data
CT-01134,AI-007,2026-02,data,Other,programme,V-DATA-E,CC-TEC-AI,11428.53,Cybersecurity AI: data
CT-01135,AI-007,2026-03,data,Other,programme,V-DATA-E,CC-TEC-AI,11035.25,Cybersecurity AI: data
CT-01136,AI-007,2026-04,data,Other,programme,V-DATA-E,CC-TEC-AI,12806.31,Cybersecurity AI: data
CT-01137,AI-007,2026-05,data,Other,programme,V-DATA-E,CC-TEC-AI,12095.02,Cybersecurity AI: data
CT-01138,AI-007,2026-06,data,Other,programme,V-DATA-E,CC-TEC-AI,12375.75,Cybersecurity AI: data
CT-01139,AI-007,2026-07,data,Other,programme,V-DATA-E,CC-TEC-AI,12245.43,Cybersecurity AI: data
CT-01140,AI-007,2026-08,data,Other,programme,V-DATA-E,CC-TEC-AI,11516.44,Cybersecurity AI: data
CT-01141,AI-007,2025-12,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01142,AI-007,2026-01,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01143,AI-007,2026-02,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01144,AI-007,2026-03,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01145,AI-007,2026-04,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01146,AI-007,2026-05,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01147,AI-007,2026-06,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01148,AI-007,2026-07,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01149,AI-007,2026-08,employees,Incremental operating cost,incremental_opex,,CC-TEC-OPS,25555.56,"Cybersecurity AI: business run cost (review, change management, support)"
CT-01150,AI-008,2025-09,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,30974.77,AI Infrastructure Optimisation: gpu
CT-01151,AI-008,2025-10,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,29886.65,AI Infrastructure Optimisation: gpu
CT-01152,AI-008,2025-11,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,21117.08,AI Infrastructure Optimisation: gpu
CT-01153,AI-008,2025-12,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,21593.11,AI Infrastructure Optimisation: gpu
CT-01154,AI-008,2026-01,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20636.24,AI Infrastructure Optimisation: gpu
CT-01155,AI-008,2026-02,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20316.35,AI Infrastructure Optimisation: gpu
CT-01156,AI-008,2026-03,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20693.63,AI Infrastructure Optimisation: gpu
CT-01157,AI-008,2026-04,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,22414.45,AI Infrastructure Optimisation: gpu
CT-01158,AI-008,2026-05,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,21369.62,AI Infrastructure Optimisation: gpu
CT-01159,AI-008,2026-06,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,24162.26,AI Infrastructure Optimisation: gpu
CT-01160,AI-008,2026-07,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20737.91,AI Infrastructure Optimisation: gpu
CT-01161,AI-008,2026-08,gpu,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,20320.75,AI Infrastructure Optimisation: gpu
CT-01162,AI-008,2025-09,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,26272.22,AI Infrastructure Optimisation: compute
CT-01163,AI-008,2025-10,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,26737.88,AI Infrastructure Optimisation: compute
CT-01164,AI-008,2025-11,compute,Infrastructure,programme,V-HPE-INF,CC-TEC-AI,17362.07,AI Infrastructure Optimisation: compute
